locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_01226	CDS	747	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
BHOONDMH_01227	CDS	831	pstA2		COG0581	Phosphate transport system permease protein PstA 2
BHOONDMH_01228	CDS	864	pstC		COG0573	Phosphate transport system permease protein PstC
BHOONDMH_01229	CDS	912	pstS			Phosphate-binding protein PstS
BHOONDMH_01230	CDS	1512				hypothetical protein
BHOONDMH_01231	CDS	1389				hypothetical protein
BHOONDMH_01232	CDS	990	wecH	2.3.1.-		O-acetyltransferase WecH
BHOONDMH_01233	CDS	3387				hypothetical protein
BHOONDMH_01234	CDS	432				hypothetical protein
BHOONDMH_01235	CDS	2283				hypothetical protein
BHOONDMH_01236	CDS	5724				hypothetical protein
BHOONDMH_01237	CDS	96				hypothetical protein
BHOONDMH_01238	CDS	2070				hypothetical protein
BHOONDMH_01239	CDS	3906				hypothetical protein
BHOONDMH_01240	CDS	1035	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
BHOONDMH_01241	CDS	393				hypothetical protein
BHOONDMH_01242	CDS	537				hypothetical protein
BHOONDMH_01243	CDS	1089	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
BHOONDMH_01244	CDS	834	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
BHOONDMH_01245	CDS	579	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
BHOONDMH_01246	CDS	600	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
BHOONDMH_01247	CDS	672	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
BHOONDMH_01248	CDS	933	rnfD	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
BHOONDMH_01249	CDS	1320	rnfC_2	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
BHOONDMH_01250	CDS	1416	panF		COG4145	Sodium/pantothenate symporter
BHOONDMH_01251	CDS	1515	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_01252	CDS	699	walR_7		COG0745	Transcriptional regulatory protein WalR
BHOONDMH_01253	CDS	675				hypothetical protein
BHOONDMH_01254	CDS	1431	ltxD			Leukotoxin export protein LtxD
BHOONDMH_01255	CDS	2226	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
BHOONDMH_01256	CDS	225				hypothetical protein
BHOONDMH_01257	CDS	300	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
BHOONDMH_01258	CDS	126				hypothetical protein
BHOONDMH_01259	CDS	297				hypothetical protein
BHOONDMH_01260	CDS	1011				hypothetical protein
BHOONDMH_01261	CDS	1323	csd	2.8.1.7		putative cysteine desulfurase
BHOONDMH_01262	CDS	1269	nhaP			K(+)/H(+) antiporter NhaP
BHOONDMH_01263	CDS	567				hypothetical protein
BHOONDMH_01264	CDS	1341	yeeO		COG0534	putative FMN/FAD exporter YeeO
BHOONDMH_01265	CDS	1188				hypothetical protein
BHOONDMH_01266	CDS	2679				hypothetical protein
BHOONDMH_01267	CDS	675	ydjZ_3		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
BHOONDMH_01268	CDS	567	rsmH_2	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
BHOONDMH_01269	CDS	1494				hypothetical protein
BHOONDMH_01270	CDS	1395	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_01271	CDS	687	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BHOONDMH_01272	CDS	810		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
BHOONDMH_01273	CDS	2298	smc_1			Chromosome partition protein Smc
BHOONDMH_01274	CDS	2097				hypothetical protein
BHOONDMH_01275	CDS	528	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
BHOONDMH_01276	CDS	1011				hypothetical protein
BHOONDMH_01277	CDS	468				hypothetical protein
BHOONDMH_01278	CDS	594				hypothetical protein
BHOONDMH_01279	CDS	288				hypothetical protein
BHOONDMH_01280	CDS	2589	adhE_2			Aldehyde-alcohol dehydrogenase
BHOONDMH_01281	CDS	1083		3.4.-.-		putative peptidase
BHOONDMH_01282	CDS	1407	ygjI		COG0531	Inner membrane transporter YgjI
BHOONDMH_01283	CDS	546	puuR_1			HTH-type transcriptional regulator PuuR
BHOONDMH_01284	CDS	867	ttcA_1	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
BHOONDMH_01285	CDS	1854	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_01286	CDS	135				hypothetical protein
BHOONDMH_01287	CDS	630	agrB_1	3.4.-.-		Accessory gene regulator protein B
BHOONDMH_01288	CDS	468				hypothetical protein
BHOONDMH_01289	CDS	1854	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_01290	CDS	468				hypothetical protein
BHOONDMH_01291	CDS	510				hypothetical protein
BHOONDMH_01292	CDS	1698				hypothetical protein
BHOONDMH_01293	CDS	135				hypothetical protein
BHOONDMH_01294	CDS	678	agrB_2	3.4.-.-		Accessory gene regulator protein B
BHOONDMH_01295	CDS	468				hypothetical protein
BHOONDMH_01296	CDS	552				hypothetical protein
BHOONDMH_01297	CDS	1509				hypothetical protein
BHOONDMH_01298	CDS	894				hypothetical protein
BHOONDMH_01299	CDS	651				hypothetical protein
BHOONDMH_01300	CDS	696	yohK		COG1346	Inner membrane protein YohK
BHOONDMH_01301	CDS	360	lrgA		COG1380	Antiholin-like protein LrgA
BHOONDMH_01302	CDS	237				hypothetical protein
BHOONDMH_01303	CDS	1863	yxdM_3			ABC transporter permease protein YxdM
BHOONDMH_01304	CDS	747	yxdL_5		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_01305	CDS	858	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BHOONDMH_01306	CDS	981	graS_3	2.7.13.3	COG0642	Sensor histidine kinase GraS
BHOONDMH_01307	CDS	693	graR_3		COG0745	Response regulator protein GraR
BHOONDMH_01308	CDS	573	xpt_1	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BHOONDMH_01309	CDS	1302	uacT_2		COG2233	Uric acid transporter UacT
BHOONDMH_01310	CDS	381	mntR_2		COG1321	Transcriptional regulator MntR
BHOONDMH_01311	CDS	1725		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_01312	CDS	831	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
BHOONDMH_01313	CDS	1014	feuC_2		COG0609	Iron-uptake system permease protein FeuC
BHOONDMH_01314	CDS	1029	feuB_2		COG0609	Iron-uptake system permease protein FeuB
BHOONDMH_01315	CDS	930	yxeB_1		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
BHOONDMH_01316	CDS	969	rhaR_11			HTH-type transcriptional activator RhaR
BHOONDMH_01317	CDS	939	yxeB_2		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
BHOONDMH_01318	CDS	972	rhaR_12			HTH-type transcriptional activator RhaR
BHOONDMH_01319	CDS	1323	mepA_8			Multidrug export protein MepA
BHOONDMH_01320	CDS	771	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
BHOONDMH_01321	CDS	1119	btuC_2			Vitamin B12 import system permease protein BtuC
BHOONDMH_01322	CDS	1038				hypothetical protein
BHOONDMH_01323	CDS	1038	rhaR_13			HTH-type transcriptional activator RhaR
BHOONDMH_01324	CDS	513				hypothetical protein
BHOONDMH_01325	CDS	177				hypothetical protein
BHOONDMH_01326	CDS	1341				hypothetical protein
BHOONDMH_01327	CDS	723	btsR		COG3279	Transcriptional regulatory protein BtsR
BHOONDMH_01328	CDS	2310				hypothetical protein
BHOONDMH_01329	CDS	420				hypothetical protein
BHOONDMH_01330	CDS	969		2.4.-.-		putative glycosyltransferase
BHOONDMH_01331	CDS	1386	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_01332	CDS	675	cssR			Transcriptional regulatory protein CssR
BHOONDMH_01333	CDS	1800	ade	3.5.4.2	COG1001	Adenine deaminase
BHOONDMH_01334	CDS	1005	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
BHOONDMH_01335	CDS	648	kdgA		COG0800	KHG/KDPG aldolase
BHOONDMH_01336	CDS	1716	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
BHOONDMH_01337	CDS	474	glcB_2		COG2190	PTS system glucoside-specific EIICBA component
BHOONDMH_01338	CDS	1335	pagL_1	3.2.1.-	COG1486	6-phospho-alpha-glucosidase
BHOONDMH_01339	CDS	1584	malX_1		COG1263	PTS system maltose-specific EIICB component
BHOONDMH_01340	CDS	762				hypothetical protein
BHOONDMH_01341	CDS	1497				hypothetical protein
BHOONDMH_01342	CDS	639				hypothetical protein
BHOONDMH_01343	CDS	606				hypothetical protein
BHOONDMH_01344	CDS	432	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
BHOONDMH_01345	CDS	555				hypothetical protein
BHOONDMH_01346	CDS	198	cspL		COG1278	Cold shock protein 2
BHOONDMH_01347	CDS	762	glvR		COG1737	HTH-type transcriptional regulator GlvR
BHOONDMH_01348	CDS	510	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
BHOONDMH_01349	CDS	1326	malH	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase MalH
BHOONDMH_01350	CDS	1572	malP		COG1263	PTS system maltose-specific EIICB component
BHOONDMH_01351	CDS	1215	alr1_1	5.1.1.1	COG0787	Alanine racemase 1
BHOONDMH_01352	CDS	1971	yxdM_4			ABC transporter permease protein YxdM
BHOONDMH_01353	CDS	771	yxdL_6		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_01354	CDS	1050	graS_4	2.7.13.3		Sensor histidine kinase GraS
BHOONDMH_01355	CDS	699	graR_4		COG0745	Response regulator protein GraR
BHOONDMH_01356	CDS	483	crr_2			PTS system glucose-specific EIIA component
BHOONDMH_01357	CDS	780	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
BHOONDMH_01358	CDS	768	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
BHOONDMH_01359	CDS	1512	malX_2		COG1263	PTS system maltose-specific EIICB component
BHOONDMH_01360	CDS	1326	pagL_2	3.2.1.-	COG1486	Phospho-alpha-glucosidase PagL
BHOONDMH_01361	CDS	1332	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
BHOONDMH_01362	CDS	1089	czcS	2.7.13.3		Sensor protein CzcS
BHOONDMH_01363	CDS	696	srrA_3		COG0745	Transcriptional regulatory protein SrrA
BHOONDMH_01364	CDS	1962	dap	3.4.11.19		D-aminopeptidase
BHOONDMH_01365	CDS	1398	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_01366	CDS	678	srrA_4		COG0745	Transcriptional regulatory protein SrrA
BHOONDMH_01367	CDS	567	resA_2			Thiol-disulfide oxidoreductase ResA
BHOONDMH_01368	CDS	684	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
BHOONDMH_01369	CDS	471				hypothetical protein
BHOONDMH_01370	CDS	930	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BHOONDMH_01371	CDS	525	yyaP		COG0262	putative protein YyaP
BHOONDMH_01372	CDS	903				hypothetical protein
BHOONDMH_01373	CDS	513				hypothetical protein
BHOONDMH_01374	CDS	735				hypothetical protein
BHOONDMH_01375	CDS	1464	lysP		COG0833	Lysine-specific permease
BHOONDMH_01376	CDS	1110				hypothetical protein
BHOONDMH_01377	CDS	1467				hypothetical protein
BHOONDMH_01378	CDS	972				hypothetical protein
BHOONDMH_01379	CDS	1923	bceB_2		COG0577	Bacitracin export permease protein BceB
BHOONDMH_01380	CDS	765	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
BHOONDMH_01381	CDS	1008	graS_5	2.7.13.3		Sensor histidine kinase GraS
BHOONDMH_01382	CDS	684	graR_5		COG0745	Response regulator protein GraR
BHOONDMH_01383	CDS	657				hypothetical protein
BHOONDMH_01384	CDS	909	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_01385	CDS	753				hypothetical protein
BHOONDMH_01386	CDS	921	bcrA_4			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_01387	CDS	702	srrA_5		COG0745	Transcriptional regulatory protein SrrA
BHOONDMH_01388	CDS	1620				hypothetical protein
BHOONDMH_01389	CDS	852	hag_5		COG1344	Flagellin
BHOONDMH_01390	CDS	753				hypothetical protein
BHOONDMH_01391	CDS	156				hypothetical protein
BHOONDMH_01392	CDS	732				hypothetical protein
BHOONDMH_01393	CDS	339				hypothetical protein
BHOONDMH_01394	CDS	1437	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
BHOONDMH_01395	CDS	1863	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
BHOONDMH_01396	CDS	837	licT_3		COG3711	Transcription antiterminator LicT
BHOONDMH_01397	CDS	1164				hypothetical protein
BHOONDMH_01398	CDS	471	smpB		COG0691	SsrA-binding protein
BHOONDMH_01399	CDS	759	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
BHOONDMH_01400	CDS	2178	rnr	3.1.13.1	COG0557	Ribonuclease R
BHOONDMH_01401	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
BHOONDMH_01402	CDS	1296	eno	4.2.1.11	COG0148	Enolase
BHOONDMH_01403	CDS	1530	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BHOONDMH_01404	CDS	747	tpiA	5.3.1.1		Triosephosphate isomerase
BHOONDMH_01405	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BHOONDMH_01406	CDS	1008	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
BHOONDMH_01407	CDS	1032	cggR		COG2390	Central glycolytic genes regulator
BHOONDMH_01408	CDS	1374	rpoN		COG1508	RNA polymerase sigma-54 factor
BHOONDMH_01409	CDS	927				hypothetical protein
BHOONDMH_01410	CDS	1104				hypothetical protein
BHOONDMH_01411	CDS	1533	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BHOONDMH_01412	CDS	1104	tmpC		COG1744	Membrane lipoprotein TmpC
BHOONDMH_01413	CDS	840			COG1307	Fatty acid-binding protein
BHOONDMH_01414	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BHOONDMH_01415	CDS	1008	splB	4.1.99.14	COG1533	Spore photoproduct lyase
BHOONDMH_01416	CDS	1353				hypothetical protein
BHOONDMH_01417	CDS	1137				hypothetical protein
BHOONDMH_01418	CDS	1035				hypothetical protein
BHOONDMH_01419	CDS	984				hypothetical protein
BHOONDMH_01420	CDS	1230	cinA		COG1058	Putative competence-damage inducible protein
BHOONDMH_01421	CDS	1173		1.1.1.38		NAD-dependent malic enzyme
BHOONDMH_01422	CDS	642	nth	4.2.99.18	COG0177	Endonuclease III
BHOONDMH_01423	CDS	702	aas	6.2.1.20		Bifunctional protein Aas
BHOONDMH_01424	CDS	966	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
BHOONDMH_01425	CDS	597	cysE	2.3.1.30	COG1045	Serine acetyltransferase
BHOONDMH_01426	CDS	915	cysK	2.5.1.47		Cysteine synthase
BHOONDMH_01427	CDS	699	sleB		COG3409	Spore cortex-lytic enzyme
BHOONDMH_01428	CDS	1266				hypothetical protein
BHOONDMH_01429	CDS	1941				hypothetical protein
BHOONDMH_01430	CDS	645				hypothetical protein
BHOONDMH_01431	CDS	885	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
BHOONDMH_01432	CDS	435	hrp1		COG0517	Hypoxic response protein 1
BHOONDMH_01433	CDS	522				hypothetical protein
BHOONDMH_01434	CDS	162				hypothetical protein
BHOONDMH_01435	CDS	1659	udk_2	2.7.1.48		Uridine kinase
BHOONDMH_01436	CDS	669				hypothetical protein
BHOONDMH_01437	CDS	285				hypothetical protein
BHOONDMH_01438	CDS	927	fba	4.1.2.13		Fructose-bisphosphate aldolase
BHOONDMH_01439	CDS	1038				hypothetical protein
BHOONDMH_01440	CDS	540				hypothetical protein
BHOONDMH_01441	CDS	876				hypothetical protein
BHOONDMH_01442	CDS	600	dnaJ_1			Chaperone protein DnaJ
BHOONDMH_01443	CDS	525				hypothetical protein
BHOONDMH_01444	tRNA	75				tRNA-Gln(ctg)
BHOONDMH_01445	CDS	405	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BHOONDMH_01446	CDS	2442	leuS	6.1.1.4		Leucine--tRNA ligase
BHOONDMH_01447	CDS	789				hypothetical protein
BHOONDMH_01448	CDS	867				hypothetical protein
BHOONDMH_01449	CDS	2454	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
BHOONDMH_01450	CDS	282	pagR			Transcriptional repressor PagR
BHOONDMH_01451	CDS	687	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BHOONDMH_01452	CDS	270	flhB		COG1377	Flagellar biosynthetic protein FlhB
BHOONDMH_01453	CDS	1650				hypothetical protein
BHOONDMH_01454	CDS	594	ribU			Riboflavin transporter RibU
BHOONDMH_01455	CDS	2157	yhgF		COG2183	Protein YhgF
BHOONDMH_01456	CDS	1365				hypothetical protein
BHOONDMH_01457	CDS	978	prfB			Peptide chain release factor 2
BHOONDMH_01458	CDS	2508	secA		COG0653	Protein translocase subunit SecA
BHOONDMH_01459	CDS	528	hpf			Ribosome hibernation promotion factor
BHOONDMH_01460	CDS	678				hypothetical protein
BHOONDMH_01461	CDS	1014				hypothetical protein
BHOONDMH_01462	CDS	2235	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
BHOONDMH_01463	CDS	1176	metK	2.5.1.6		S-adenosylmethionine synthase
BHOONDMH_01464	tRNA	85				tRNA-Tyr(gta)
BHOONDMH_01465	tRNA	76				tRNA-Thr(tgt)
BHOONDMH_01466	CDS	510	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
BHOONDMH_01467	CDS	1923	acoR_3		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
BHOONDMH_01468	CDS	633				hypothetical protein
BHOONDMH_01469	CDS	555				hypothetical protein
BHOONDMH_01470	CDS	1170	alr1_2	5.1.1.1	COG0787	Alanine racemase 1
BHOONDMH_01471	CDS	1473				hypothetical protein
BHOONDMH_01472	CDS	1302				Nucleobase transporter PlAzg2
BHOONDMH_01473	CDS	834				hypothetical protein
BHOONDMH_01474	CDS	885	ydaD	1.-.-.-		General stress protein 39
BHOONDMH_01475	CDS	2007	mcpC_1		COG0840	Methyl-accepting chemotaxis protein McpC
BHOONDMH_01476	CDS	1014				hypothetical protein
BHOONDMH_01477	CDS	552				hypothetical protein
BHOONDMH_01478	CDS	3234				hypothetical protein
BHOONDMH_01479	CDS	225	RBKS	2.7.1.15		Ribokinase
BHOONDMH_01480	CDS	405			COG1720	S-adenosyl-L-methionine-binding protein
BHOONDMH_01481	CDS	525				hypothetical protein
BHOONDMH_01482	CDS	1596	hbpA		COG0747	Heme-binding protein A
BHOONDMH_01483	CDS	975	dppB		COG0601	Dipeptide transport system permease protein DppB
BHOONDMH_01484	CDS	822	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
BHOONDMH_01485	CDS	1683	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
BHOONDMH_01486	CDS	588	dinG_2	3.1.-.-		3'-5' exonuclease DinG
BHOONDMH_01487	CDS	951				hypothetical protein
BHOONDMH_01488	CDS	636	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BHOONDMH_01489	CDS	441			COG0071	18 kDa heat shock protein
BHOONDMH_01490	CDS	1185	yajR		COG0477	Inner membrane transport protein YajR
BHOONDMH_01491	CDS	564				hypothetical protein
BHOONDMH_01492	CDS	222				hypothetical protein
BHOONDMH_01493	CDS	906	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
BHOONDMH_01494	CDS	1380	dtpA		COG3104	Dipeptide and tripeptide permease A
BHOONDMH_01495	CDS	156				hypothetical protein
BHOONDMH_01496	CDS	975				hypothetical protein
BHOONDMH_01497	CDS	534				hypothetical protein
BHOONDMH_01498	CDS	156				hypothetical protein
BHOONDMH_01499	CDS	636				hypothetical protein
BHOONDMH_01500	CDS	1695				hypothetical protein
BHOONDMH_01501	CDS	411				hypothetical protein
BHOONDMH_01502	CDS	633				hypothetical protein
BHOONDMH_01503	CDS	1140	mcpC_2		COG0840	Methyl-accepting chemotaxis protein McpC
BHOONDMH_01504	CDS	210	cspB			Cold shock protein CspB
BHOONDMH_01505	CDS	2004	mcpB_5		COG0840	Methyl-accepting chemotaxis protein McpB
BHOONDMH_01506	CDS	1581	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
BHOONDMH_01507	CDS	459				hypothetical protein
BHOONDMH_01508	CDS	858	asrC_1	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
BHOONDMH_01509	CDS	894	cheV		COG0784	Chemotaxis protein CheV
BHOONDMH_01510	CDS	1266	cshC	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshC
BHOONDMH_01511	CDS	837	cvfB			Conserved virulence factor B
BHOONDMH_01512	CDS	1446	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BHOONDMH_01513	CDS	4425				hypothetical protein
BHOONDMH_01514	CDS	4083				hypothetical protein
BHOONDMH_01515	CDS	930				hypothetical protein
BHOONDMH_01516	CDS	516	ftnA	1.16.3.2		Bacterial non-heme ferritin
BHOONDMH_01517	CDS	855	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BHOONDMH_01518	CDS	462	cheX	3.-.-.-	COG1406	CheY-P phosphatase CheX
BHOONDMH_01519	CDS	1359				hypothetical protein
BHOONDMH_01520	CDS	204				Small, acid-soluble spore protein beta
BHOONDMH_01521	CDS	201				Small, acid-soluble spore protein beta
BHOONDMH_01522	CDS	111				hypothetical protein
BHOONDMH_01523	CDS	981	xerD_1		COG4974	Tyrosine recombinase XerD
BHOONDMH_01524	CDS	474				hypothetical protein
BHOONDMH_01525	CDS	606	lexA_2	3.4.21.88	COG1974	LexA repressor
BHOONDMH_01526	CDS	1284				hypothetical protein
BHOONDMH_01527	CDS	258	hfq		COG1923	RNA-binding protein Hfq
BHOONDMH_01528	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BHOONDMH_01529	CDS	1995	mutL			DNA mismatch repair protein MutL
BHOONDMH_01530	CDS	2796	mutS_2		COG0249	DNA mismatch repair protein MutS
BHOONDMH_01531	CDS	1353	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BHOONDMH_01532	CDS	1380	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
BHOONDMH_01533	CDS	162				hypothetical protein
BHOONDMH_01534	CDS	1191		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
BHOONDMH_01535	CDS	882				hypothetical protein
BHOONDMH_01536	CDS	1059	cotI_1			Spore coat protein I
BHOONDMH_01537	CDS	375	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
BHOONDMH_01538	CDS	1917	ispH	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BHOONDMH_01539	CDS	651	cmk	2.7.4.25	COG0283	Cytidylate kinase
BHOONDMH_01540	CDS	372	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
BHOONDMH_01541	CDS	1224	baiN_1	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
BHOONDMH_01542	CDS	1266		1.4.1.2		NAD-specific glutamate dehydrogenase
BHOONDMH_01543	CDS	885	murR_2			HTH-type transcriptional regulator MurR
BHOONDMH_01544	CDS	711	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
BHOONDMH_01545	CDS	1290	larA_1	5.1.2.1	COG3875	Lactate racemase
BHOONDMH_01546	CDS	1281				hypothetical protein
BHOONDMH_01547	CDS	1404				hypothetical protein
BHOONDMH_01548	CDS	192				hypothetical protein
BHOONDMH_01549	CDS	2022				hypothetical protein
BHOONDMH_01550	CDS	687	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
